"feature_token","feature_lemma","feature_pos","characteristics","dependency_relation","concept_token","concept_lemma","concept_pos","freq","id"
"bands","band","NOUN","Number=Plur","obl","got","get","VERB",13,"band get"
"art","art","NOUN","Number=Sing","obl","come","come","VERB",53,"art come"
"band","band","NOUN","Number=Sing","nmod","years","year","NOUN",8,"band year"
"concerts","concert","NOUN","Number=Plur","obl","went","go","VERB",28,"concert go"
"radio","radio","NOUN","Number=Sing","obl","issued","issue","VERB",3,"radio issue"
"art","art","NOUN","Number=Sing","obl","chosen","choose","VERB",5,"art choose"
"band","band","NOUN","Number=Sing","obl","thrown","throw","VERB",18,"band throw"
"art","art","NOUN","Number=Sing","nsubj","tell","tell","VERB",17,"art tell"
"art","art","NOUN","Number=Sing","obj","has","have","VERB",80,"art have"
"art","art","NOUN","Number=Sing","nmod","weeks","week","NOUN",1,"art week"
"concert","concert","NOUN","Number=Sing","obl","tell","tell","VERB",26,"concert tell"
"radio","radio","NOUN","Number=Sing","nmod","boy","boy","NOUN",30,"radio boy"
"radio","radio","NOUN","Number=Sing","nmod","riley","riley","NOUN",7,"radio riley"
"concert","concert","ADJ","Degree=Pos","amod","performance","performance","NOUN",8,"concert performance"
"radio","radio","NOUN","Number=Sing","nmod","dylan","dylan","NOUN",2,"radio dylan"
"radio","radio","NOUN","Number=Sing","obj","enjoying","enjoy","VERB",12,"radio enjoy"
"band","band","NOUN","Number=Sing","obj","hired","hire","VERB",124,"band hire"
"bands","band","NOUN","Number=Plur","obl","published","publish","VERB",1,"band publish"
"band","band","NOUN","Number=Sing","obl","wasn","wasn","VERB",50,"band wasn"
"bands","band","NOUN","Number=Plur","obj","dissolve","dissolve","VERB",25,"band dissolve"
"art","art","NOUN","Number=Sing","obl","grow","grow","VERB",2,"art grow"
"arts","art","NOUN","Number=Plur","obj","funded","fund","VERB",2,"art fund"
"art","art","NOUN","Number=Sing","obl","walked","walk","VERB",6,"art walk"
"art","art","NOUN","Number=Sing","obj","creating","create","VERB",101,"art create"
"art","art","NOUN","Number=Sing","obl","process","process","VERB",1,"art process"
"art","art","NOUN","Number=Sing","obj","buys","buy","VERB",12,"art buy"
"art","art","NOUN","Number=Sing","obj","fuck","fuck","VERB",22,"art fuck"
"art","art","NOUN","Number=Sing","obl","done","do","VERB",14,"art do"
"band","band","NOUN","Number=Sing","obl","watch","watch","VERB",5,"band watch"
"band","band","NOUN","Number=Sing","obj","wearing","wear","VERB",228,"band wear"
"art","art","NOUN","Number=Sing","nsubj","revalues","revalue","VERB",1,"art revalue"
"band","band","NOUN","Number=Sing","obl","encircled","encircle","VERB",3,"band encircle"
"art","art","NOUN","Number=Sing","obl","share","share","VERB",12,"art share"
"band","band","NOUN","Number=Sing","obj","chewing","chew","VERB",3,"band chew"
"band","band","NOUN","Number=Sing","nmod","stage","stage","NOUN",22,"band stage"
"bands","band","NOUN","Number=Plur","nmod","people","people","NOUN",21,"band people"
"radio","radio","NOUN","Number=Sing","nmod","pips","pip","NOUN",5,"radio pip"
"art","art","NOUN","Number=Sing","nsubj","went","go","VERB",35,"art go"
"bands","band","NOUN","Number=Plur","nsubj","staying","stay","VERB",3,"band stay"
"art","art","NOUN","Number=Sing","nmod","imagery","imagery","NOUN",4,"art imagery"
"band","band","NOUN","Number=Sing","obl","up","up","VERB",4,"band up"
"radio","radio","NOUN","Number=Sing","nsubj","broadcasting","broadcast","VERB",8,"radio broadcast"
"radio","radio","NOUN","Number=Sing","nmod","minutero","minutero","NOUN",1,"radio minutero"
"bands","band","NOUN","Number=Plur","nsubj","moved","move","VERB",1,"band move"
"concerts","concert","NOUN","Number=Plur","nmod","holidays","holiday","NOUN",4,"concert holiday"
"radio","radio","NOUN","Number=Sing","obj","seen","see","VERB",33,"radio see"
"radio","radio","NOUN","Number=Sing","obl","give","give","VERB",87,"radio give"
"radio","radio","NOUN","Number=Sing","obl","muffled","muff","VERB",3,"radio muff"
"band","band","NOUN","Number=Sing","obj","meet","meet","VERB",128,"band meet"
"band","band","NOUN","Number=Sing","obj","heading","head","VERB",2,"band head"
"radio","radio","NOUN","Number=Sing","obj","screaming","scream","VERB",11,"radio scream"
"radio","radio","NOUN","Number=Sing","nsubj","stand","stand","VERB",22,"radio stand"
"art","art","NOUN","Number=Sing","obj","pursuing","pursue","VERB",23,"art pursue"
"arts","art","NOUN","Number=Plur","obj","does","do","VERB",11,"art do"
"art","art","NOUN","Number=Sing","nmod","wiz","wiz","NOUN",4,"art wiz"
"art","art","NOUN","Number=Sing","obj","teach","teach","VERB",269,"art teach"
"art","art","NOUN","Number=Sing","nmod","technique","technique","NOUN",6,"art technique"
"art","art","NOUN","Number=Sing","obj","practice","practice","VERB",206,"art practice"
"radio","radio","NOUN","Number=Sing","obj","likes","like","VERB",18,"radio like"
"art","art","NOUN","Number=Sing","nmod","obscenity","obscenity","NOUN",1,"art obscenity"
"band","band","NOUN","Number=Sing","nsubj","like","like","VERB",22,"band like"
"band","band","NOUN","Number=Sing","obl","fall","fall","VERB",6,"band fall"
"bands","band","NOUN","Number=Plur","obj","matching","match","VERB",3,"band match"
"radio","radio","NOUN","Number=Sing","nsubj","cry","cry","VERB",3,"radio cry"
"radio","radio","NOUN","Number=Sing","obj","nationwide","nationwide","VERB",1,"radio nationwide"
"bands","band","NOUN","Number=Plur","obl","go","go","VERB",14,"band go"
"art","art","NOUN","Number=Sing","obl","got","get","VERB",71,"art get"
"art","art","NOUN","Number=Sing","nmod","husband","husband","NOUN",6,"art husband"
"concerts","concert","NOUN","Number=Plur","obl","making","make","VERB",1,"concert make"
"arts","art","NOUN","Number=Plur","obl","want","want","VERB",11,"art want"
"art","art","NOUN","Number=Sing","nmod","skills","skill","NOUN",66,"art skill"
"band","band","NOUN","Number=Sing","nsubj","old","old","ADJ",5,"band old"
"band","band","NOUN","Number=Sing","obj","call","call","VERB",166,"band call"
"band","band","NOUN","Number=Sing","nmod","rest","rest","NOUN",290,"band rest"
"band","band","NOUN","Number=Sing","obj","finding","find","VERB",25,"band find"
"art","art","NOUN","Number=Sing","nsubj","does","do","VERB",35,"art do"
"arts","art","NOUN","Number=Plur","nmod","president","president","NOUN",37,"art president"
"band","band","NOUN","Number=Sing","nsubj","roseland","roseland","NOUN",9,"band roseland"
"radioed","radio","VERB","Tense=Past|VerbForm=Part","amod","headquarters","headquarters","NOUN",4,"radio headquarters"
"art","art","NOUN","Number=Sing","nsubj","developed","develop","VERB",15,"art develop"
"band","band","NOUN","Number=Sing","nsubj","reform","reform","VERB",6,"band reform"
"art","art","NOUN","Number=Sing","nsubj","comes","come","VERB",63,"art come"
"concert","concert","NOUN","Number=Sing","obj","begin","begin","VERB",9,"concert begin"
"concert","concert","NOUN","Number=Sing","obl","wanted","want","VERB",4,"concert want"
"radio","radio","NOUN","Number=Sing","obl","pay","pay","VERB",14,"radio pay"
"radio","radio","NOUN","Number=Sing","nsubj","job","job","NOUN",1,"radio job"
"radios","radio","NOUN","Number=Plur","obj","have","have","VERB",196,"radio have"
"radio","radio","NOUN","Number=Sing","obj","wanted","want","VERB",10,"radio want"
"art","art","NOUN","Number=Sing","obl","slaving","slave","VERB",1,"art slave"
"art","art","NOUN","Number=Sing","nmod","interest","interest","NOUN",196,"art interest"
"concert","concert","NOUN","Number=Sing","nsubj","won","win","VERB",7,"concert win"
"concert","concert","NOUN","Number=Sing","obl","waiting","wait","VERB",21,"concert wait"
"band","band","NOUN","Number=Sing","nsubj","play","play","VERB",372,"band play"
"band","band","NOUN","Number=Sing","obl","hang","hang","VERB",11,"band hang"
"band","band","NOUN","Number=Sing","obl","found","find","VERB",39,"band find"
"radio","radio","NOUN","Number=Sing","nsubj","announce","announce","VERB",1,"radio announce"
"art","art","NOUN","Number=Sing","obl","much","much","ADJ",205,"art much"
"art","art","NOUN","Number=Sing","nmod","money","money","NOUN",18,"art money"
"art","art","NOUN","Number=Sing","obl","counts","count","VERB",4,"art count"
"art","art","NOUN","Number=Sing","obl","boning","bone","VERB",1,"art bone"
"art","art","NOUN","Number=Sing","nmod","book","book","NOUN",25,"art book"
"art","art","NOUN","Number=Sing","obl","watching","watch","VERB",1,"art watch"
"band","band","NOUN","Number=Sing","obj","beats","beat","VERB",3,"band beat"
"radio","radio","NOUN","Number=Sing","nmod","poderes","podere","NOUN",1,"radio podere"
"radio","radio","NOUN","Number=Sing","obj","freak","freak","VERB",1,"radio freak"
"radio","radio","NOUN","Number=Sing","obj","develop","develop","VERB",1,"radio develop"
"art","art","NOUN","Number=Sing","obl","more","more","ADJ",272,"art more"
"arts","art","NOUN","Number=Plur","nmod","judy","judy","NOUN",1,"art judy"
"arts","art","NOUN","Number=Plur","obj","combine","combine","VERB",4,"art combine"
"band","band","NOUN","Number=Sing","nmod","rubber","rubber","NOUN",5,"band rubber"
"art","art","NOUN","Number=Sing","obl","works","work","VERB",44,"art work"
"radio","radio","NOUN","Number=Sing","nmod","question","question","NOUN",1,"radio question"
"radio","radio","NOUN","Number=Sing","nmod","siren","siren","ADJ",6,"radio siren"
"art","art","NOUN","Number=Sing","obl","appear","appear","VERB",6,"art appear"
"art","art","NOUN","Number=Sing","obj","learned","learn","VERB",200,"art learn"
"art","art","NOUN","Number=Sing","obl","majoring","major","VERB",31,"art major"
"art","art","NOUN","Number=Sing","nmod","quote","quote","NOUN",14,"art quote"
"art","art","NOUN","Number=Sing","obl","beautiful","beautiful","ADJ",20,"art beautiful"
"art","art","NOUN","Number=Sing","nsubj","beautiful","beautiful","ADJ",25,"art beautiful"
"art","art","NOUN","Number=Sing","nmod","worlds","world","NOUN",19,"art world"
"radio","radio","NOUN","Number=Sing","obl","foxy","foxy","VERB",1,"radio foxy"
"art","art","NOUN","Number=Sing","obl","enrol","enrol","VERB",2,"art enrol"
"band","band","NOUN","Number=Sing","obj","geils","geil","VERB",40,"band geil"
"art","art","NOUN","Number=Sing","obj","loves","love","VERB",111,"art love"
"concert","concert","NOUN","Number=Sing","obl","practicing","practice","VERB",6,"concert practice"
"concert","concert","NOUN","Number=Sing","obl","represent","represent","VERB",2,"concert represent"
"art","art","NOUN","Number=Sing","obj","else","else","ADJ",5,"art else"
"radio","radio","NOUN","Number=Sing","nsubj","dial","dial","VERB",25,"radio dial"
"radio","radio","NOUN","Number=Sing","obj","hang","hang","VERB",2,"radio hang"
"band","band","NOUN","Number=Sing","nmod","singer","singer","NOUN",287,"band singer"
"art","art","NOUN","Number=Sing","obl","treating","treat","VERB",2,"art treat"
"arts","art","NOUN","Number=Plur","obj","made","make","VERB",2,"art make"
"arts","art","NOUN","Number=Plur","nmod","heating","heat","NOUN",1,"art heat"
"radio","radio","NOUN","Number=Sing","obj","short","short","VERB",1,"radio short"
"radio","radio","NOUN","Number=Sing","obl","laurent","laurent","ADJ",2,"radio laurent"
"bands","band","NOUN","Number=Plur","nmod","create","create","VERB",2,"band create"
"band","band","NOUN","Number=Sing","obj","watch","watch","VERB",84,"band watch"
"bands","band","NOUN","Number=Plur","nsubj","scared","scared","ADJ",2,"band scared"
"bands","band","NOUN","Number=Plur","nsubj","honest","honest","ADJ",2,"band honest"
"concert","concert","NOUN","Number=Sing","obj","having","have","VERB",158,"concert have"
"radio","radio","NOUN","Number=Sing","nsubj","switched","switch","VERB",19,"radio switch"
"band","band","NOUN","Number=Sing","nmod","use","use","VERB",2,"band use"
"radio","radio","NOUN","Number=Sing","nsubj","turns","turn","VERB",238,"radio turn"
"art","art","NOUN","Number=Sing","nmod","best","best","ADJ",16,"art best"
"art","art","NOUN","Number=Sing","obj","appreciating","apprecia","VERB",2,"art apprecia"
"art","art","NOUN","Number=Sing","obl","pleased","please","VERB",1,"art please"
"radios","radio","NOUN","Number=Plur","nsubj","accounted","account","VERB",1,"radio account"
"radios","radio","NOUN","Number=Plur","obj","check","check","VERB",11,"radio check"
"art","art","NOUN","Number=Sing","nmod","protector","protector","NOUN",3,"art protector"
"art","art","NOUN","Number=Sing","obj","learnt","learn","VERB",6,"art learn"
"art","art","NOUN","Number=Sing","nmod","has","have","VERB",2,"art have"
"band","band","NOUN","Number=Sing","nmod","guy","guy","NOUN",214,"band guy"
"band","band","NOUN","Number=Sing","nsubj","man","man","NOUN",2,"band man"
"concert","concert","NOUN","Number=Sing","nmod","drink","drink","NOUN",6,"concert drink"
"concert","concert","NOUN","Number=Sing","nmod","like","like","VERB",1,"concert like"
"art","art","NOUN","Number=Sing","nmod","collector","collector","NOUN",28,"art collector"
"band","band","NOUN","Number=Sing","nmod","show","show","NOUN",15,"band show"
"band","band","NOUN","Number=Sing","obl","drumming","drumm","VERB",6,"band drumm"
"art","art","NOUN","Number=Sing","nmod","term","term","NOUN",56,"art term"
"art","art","NOUN","Number=Sing","obj","perfect","perfect","VERB",51,"art perfect"
"art","art","NOUN","Number=Sing","obj","exploding","explode","VERB",1,"art explode"
"arts","art","NOUN","Number=Plur","nmod","let","let","VERB",1,"art let"
"art","art","NOUN","Number=Sing","nsubj","stray","stray","NOUN",1,"art stray"
"band","band","NOUN","Number=Sing","obj","help","help","VERB",21,"band help"
"bands","band","NOUN","Number=Plur","obl","listened","listen","VERB",5,"band listen"
"band","band","NOUN","Number=Sing","nsubj","make","make","VERB",21,"band make"
"art","art","NOUN","Number=Sing","nmod","experts","expert","NOUN",27,"art expert"
"art","art","NOUN","Number=Sing","nmod","deal","deal","NOUN",25,"art deal"
"band","band","NOUN","Number=Sing","obl","taken","take","VERB",21,"band take"
"band","band","NOUN","Number=Sing","obl","kidnapped","kidnap","VERB",13,"band kidnap"
"radio","radio","NOUN","Number=Sing","obl","forward","forward","VERB",1,"radio forward"
"bands","band","NOUN","Number=Plur","obl","nt","not","VERB",2,"band not"
"radio","radio","NOUN","Number=Sing","obl","alternate","alternate","VERB",5,"radio alternate"
"radio","radio","NOUN","Number=Sing","obl","see","see","VERB",63,"radio see"
"art","art","NOUN","Number=Sing","obl","chat","chat","VERB",2,"art chat"
"radio","radio","NOUN","Number=Sing","obj","buying","buy","VERB",28,"radio buy"
"radio","radio","NOUN","Number=Sing","obl","did","do","VERB",63,"radio do"
"radio","radio","NOUN","Number=Sing","nmod","interviewer","interviewer","NOUN",1,"radio interviewer"
"art","art","NOUN","Number=Sing","nsubj","read","read","VERB",1,"art read"
"radio","radio","NOUN","Number=Sing","obl","single","single","ADJ",10,"radio single"
"band","band","NOUN","Number=Sing","obj","picking","pick","VERB",4,"band pick"
"bands","band","NOUN","Number=Plur","obj","auditioning","audition","VERB",13,"band audition"
"band","band","NOUN","Number=Sing","obj","auditioning","audition","VERB",6,"band audition"
"band","band","NOUN","Number=Sing","nsubj","rocked","rock","VERB",3,"band rock"
"arts","art","NOUN","Number=Plur","nmod","interest","interest","NOUN",49,"art interest"
"radio","radio","NOUN","Number=Sing","nmod","shows","show","NOUN",4,"radio show"
"arts","art","NOUN","Number=Plur","nmod","fairy","fairy","NOUN",2,"art fairy"
"concerts","concert","NOUN","Number=Plur","obj","said","say","VERB",9,"concert say"
"art","art","NOUN","Number=Sing","obl","schooled","school","VERB",59,"art school"
"art","art","NOUN","Number=Sing","obj","put","put","VERB",101,"art put"
"art","art","NOUN","Number=Sing","obl","function","function","VERB",35,"art function"
"radio","radio","NOUN","Number=Sing","nmod","-star","-star","NOUN",1,"radio -star"
"radio","radio","NOUN","Number=Sing","nmod","costar","costar","NOUN",4,"radio costar"
"radio","radio","NOUN","Number=Sing","nmod","day","day","NOUN",36,"radio day"
"art","art","NOUN","Number=Sing","nmod","king","king","NOUN",10,"art king"
"band","band","NOUN","Number=Sing","obj","do","do","VERB",38,"band do"
"art","art","NOUN","Number=Sing","nmod","kind","kind","NOUN",367,"art kind"
"band","band","NOUN","Number=Sing","obj","love","love","VERB",317,"band love"
"concert","concert","NOUN","Number=Sing","obl","earn","earn","VERB",1,"concert earn"
"radio","radio","NOUN","Number=Sing","obj","blasting","blast","VERB",22,"radio blast"
"band","band","NOUN","Number=Sing","nmod","zelda","zelda","NOUN",1,"band zelda"
"radio","radio","NOUN","Number=Sing","obj","man","man","NOUN",3,"radio man"
"art","art","NOUN","Number=Sing","obj","sit","sit","VERB",13,"art sit"
"band","band","NOUN","Number=Sing","nsubj","performing","perform","VERB",24,"band perform"
"band","band","NOUN","Number=Sing","obl","have","have","VERB",98,"band have"
"band","band","NOUN","Number=Sing","obj","poisoned","poisone","VERB",13,"band poisone"
"band","band","NOUN","Number=Sing","nsubj","practicing","practicing","VERB",3,"band practicing"
"band","band","NOUN","Number=Sing","nsubj","leading","lead","VERB",13,"band lead"
"band","band","NOUN","Number=Sing","nmod","routine","routine","NOUN",13,"band routine"
"band","band","NOUN","Number=Sing","obl","bonded","bond","VERB",13,"band bond"
"band","band","NOUN","Number=Sing","nsubj","practicing","practice","VERB",7,"band practice"
"concert","concert","NOUN","Number=Sing","nmod","tremendous","tremendous","NOUN",3,"concert tremendous"
"concerts","concert","NOUN","Number=Plur","nmod","exception","exception","NOUN",3,"concert exception"
"concert","concert","NOUN","Number=Sing","nsubj","month","month","NOUN",4,"concert month"
"art","art","NOUN","Number=Sing","obj","dies","die","VERB",4,"art die"
"art","art","NOUN","Number=Sing","nsubj","imitating","imitat","VERB",2,"art imitat"
"art","art","NOUN","Number=Sing","obl","suffering","suffer","VERB",13,"art suffer"
"art","art","NOUN","Number=Sing","obl","started","start","VERB",17,"art start"
"art","art","NOUN","Number=Sing","nsubj","looks","look","VERB",18,"art look"
"art","art","NOUN","Number=Sing","nmod","information","information","NOUN",4,"art information"
"art","art","NOUN","Number=Sing","nsubj","feed","feed","VERB",3,"art feed"
"art","art","NOUN","Number=Sing","nsubj","bible","bible","ADJ",3,"art bible"
"band","band","NOUN","Number=Sing","obj","bumbling","bumbl","VERB",40,"band bumbl"
"radio","radio","NOUN","Number=Sing","obl","slams","slams","NOUN",11,"radio slams"
"band","band","NOUN","Number=Sing","obj","signing","sign","VERB",32,"band sign"
"radios","radio","NOUN","Number=Plur","obj","try","try","VERB",17,"radio try"
"radio","radio","NOUN","Number=Sing","obj","call","call","VERB",82,"radio call"
"radio","radio","NOUN","Number=Sing","obj","chattering","chatter","VERB",103,"radio chatter"
"art","art","NOUN","Number=Sing","nsubj","keep","keep","VERB",4,"art keep"
"band","band","NOUN","Number=Sing","obj","sign","sign","VERB",80,"band sign"
"band","band","NOUN","Number=Sing","obj","took","take","VERB",70,"band take"
"band","band","NOUN","Number=Sing","nmod","video","video","NOUN",33,"band video"
"art","art","NOUN","Number=Sing","nsubj","meant","mean","VERB",25,"art mean"
"band","band","NOUN","Number=Sing","obl","shielded","shield","VERB",9,"band shield"
"art","art","NOUN","Number=Sing","nmod","practitioner","practitioner","NOUN",49,"art practitioner"
"concerts","concert","NOUN","Number=Plur","obl","invited","invite","VERB",3,"concert invite"
"radio","radio","NOUN","Number=Sing","obl","mentioned","mention","VERB",18,"radio mention"
"band","band","NOUN","Number=Sing","nmod","encyclopedia","encyclopedia","NOUN",7,"band encyclopedia"
"concert","concert","NOUN","Number=Sing","nmod","partners","partner","NOUN",9,"concert partner"
"art","art","NOUN","Number=Sing","obj","go","go","VERB",42,"art go"
"band","band","NOUN","Number=Sing","nmod","mood","mood","NOUN",4,"band mood"
"band","band","NOUN","Number=Sing","nmod","tune","tune","NOUN",15,"band tune"
"art","art","NOUN","Number=Sing","nsubj","sublimation","sublimation","NOUN",1,"art sublimation"
"concert","concert","NOUN","Number=Sing","obj","start","start","VERB",21,"concert start"
"radio","radio","NOUN","Number=Sing","obl","sit","sit","VERB",26,"radio sit"
"band","band","NOUN","Number=Sing","nmod","rhythm","rhythm","NOUN",12,"band rhythm"
"concert","concert","NOUN","Number=Sing","nmod","beginning","beginning","NOUN",8,"concert beginning"
"concert","concert","NOUN","Number=Sing","nsubj","ended","end","VERB",13,"concert end"
"radio","radio","NOUN","Number=Sing","nmod","peters","peters","NOUN",2,"radio peters"
"band","band","NOUN","Number=Sing","obj","snapping","snapping","VERB",5,"band snapping"
"radio","radio","NOUN","Number=Sing","obl","yells","yell","VERB",7,"radio yell"
"band","band","NOUN","Number=Sing","obj","snaps","snap","VERB",17,"band snap"
"art","art","NOUN","Number=Sing","obl","joke","joke","VERB",8,"art joke"
"radio","radio","NOUN","Number=Sing","nmod","broadcast","broadcast","NOUN",9,"radio broadcast"
"band","band","NOUN","Number=Sing","obj","marching","marching","VERB",71,"band marching"
"band","band","NOUN","Number=Sing","nmod","guitar","guitar","NOUN",82,"band guitar"
"band","band","NOUN","Number=Sing","obj","smuggling","smuggling","VERB",1,"band smuggling"
"radios","radio","NOUN","Number=Plur","nmod","none","none","NOUN",5,"radio none"
"band","band","NOUN","Number=Sing","nmod","table","table","NOUN",12,"band table"
"art","art","NOUN","Number=Sing","obj","sold","sell","VERB",46,"art sell"
"radio","radio","NOUN","Number=Sing","nmod","top","top","NOUN",33,"radio top"
"art","art","NOUN","Number=Sing","obj","count","count","VERB",1,"art count"
"radio","radio","NOUN","Number=Sing","nsubj","reveals","reveal","VERB",4,"radio reveal"
"radio","radio","NOUN","Number=Sing","obl","wants","want","VERB",9,"radio want"
"radio","radio","NOUN","Number=Sing","obl","gone","go","VERB",8,"radio go"
"radio","radio","NOUN","Number=Sing","nmod","girlfriend","girlfriend","NOUN",8,"radio girlfriend"
"radio","radio","NOUN","Number=Sing","obl","talked","talk","VERB",37,"radio talk"
"radio","radio","NOUN","Number=Sing","obj","contact","contact","VERB",13,"radio contact"
"radio","radio","NOUN","Number=Sing","obj","switch","switch","VERB",108,"radio switch"
"concert","concert","NOUN","Number=Sing","obl","came","come","VERB",95,"concert come"
"concert","concert","NOUN","Number=Sing","nsubj","students","student","NOUN",1,"concert student"
"band","band","NOUN","Number=Sing","obl","cordinated","cordinate","VERB",1,"band cordinate"
"radio","radio","NOUN","Number=Sing","nmod","had","have","VERB",11,"radio have"
"radio","radio","NOUN","Number=Sing","obl","had","have","VERB",87,"radio have"
"radio","radio","NOUN","Number=Sing","nmod","curtis","curtis","NOUN",6,"radio curtis"
"bands","band","NOUN","Number=Plur","obj","attracted","attract","VERB",2,"band attract"
"bands","band","NOUN","Number=Plur","obj","push","push","VERB",1,"band push"
"band","band","NOUN","Number=Sing","nmod","timothy","timothy","NOUN",1,"band timothy"
"band","band","NOUN","Number=Sing","nmod","wedding","wedding","NOUN",16,"band wedding"
"radio","radio","NOUN","Number=Sing","obl","eat","eat","VERB",5,"radio eat"
"arts","art","NOUN","Number=Plur","nmod","palace","palace","NOUN",15,"art palace"
"art","art","NOUN","Number=Sing","obj","painted","paint","VERB",6,"art paint"
"band","band","NOUN","Number=Sing","obj","pay","pay","VERB",66,"band pay"
"arts","art","NOUN","Number=Plur","obl","beat","beat","VERB",13,"art beat"
"concert","concert","NOUN","Number=Sing","obl","happened","happen","VERB",28,"concert happen"
"art","art","NOUN","Number=Sing","nsubj","wants","want","VERB",14,"art want"
"radio","radio","NOUN","Number=Sing","obj","kept","keep","VERB",12,"radio keep"
"concert","concert","NOUN","Number=Sing","obl","remind","remind","VERB",6,"concert remind"
"concert","concert","NOUN","Number=Sing","obl","coming","come","VERB",185,"concert come"
"concert","concert","NOUN","Number=Sing","nsubj","right","right","ADJ",1,"concert right"
"art","art","NOUN","Number=Sing","obj","exploit","exploit","VERB",5,"art exploit"
"radio","radio","NOUN","Number=Sing","obl","good","good","ADJ",34,"radio good"
"radio","radio","NOUN","Number=Sing","nmod","girl","girl","NOUN",16,"radio girl"
"radio","radio","NOUN","Number=Sing","nsubj","got","get","VERB",64,"radio get"
"art","art","NOUN","Number=Sing","obj","sell","sell","VERB",162,"art sell"
"band","band","NOUN","Number=Sing","nmod","freshman","freshman","NOUN",3,"band freshman"
"band","band","NOUN","Number=Sing","obl","talking","talk","VERB",134,"band talk"
"arts","art","NOUN","Number=Plur","nsubj","drilling","drill","VERB",4,"art drill"
"concert","concert","NOUN","Number=Sing","obj","got","get","VERB",219,"concert get"
"art","art","NOUN","Number=Sing","nsubj","make","make","VERB",32,"art make"
"concert","concert","NOUN","Number=Sing","obj","postpone","postpone","VERB",7,"concert postpone"
"radio","radio","NOUN","Number=Sing","nsubj","begin","begin","VERB",1,"radio begin"
"radio","radio","NOUN","Number=Sing","nmod","degrees","degrees","NOUN",2,"radio degrees"
"art","art","NOUN","Number=Sing","obl","helped","help","VERB",7,"art help"
"band","band","NOUN","Number=Sing","nmod","music","music","NOUN",29,"band music"
"radio","radio","NOUN","Number=Sing","obj","check","check","VERB",227,"radio check"
"band","band","NOUN","Number=Sing","obj","talking","talk","VERB",6,"band talk"
"concert","concert","NOUN","Number=Sing","nmod","survey","survey","NOUN",6,"concert survey"
"art","art","NOUN","Number=Sing","nmod","purity","purity","NOUN",7,"art purity"
"art","art","NOUN","Number=Sing","obj","recognize","recognize","VERB",25,"art recognize"
"art","art","NOUN","Number=Sing","obl","bound","bound","ADJ",2,"art bound"
"band","band","NOUN","Number=Sing","obl","abducted","abduct","VERB",4,"band abduct"
"band","band","NOUN","Number=Sing","nmod","buzz","buzz","NOUN",4,"band buzz"
"band","band","NOUN","Number=Sing","nmod","success","success","NOUN",44,"band success"
"art","art","NOUN","Number=Sing","obl","adorned","adorn","VERB",88,"art adorn"
"radio","radio","NOUN","Number=Sing","nsubj","doesn","doesn","VERB",40,"radio doesn"
"art","art","NOUN","Number=Sing","obl","killing","kill","VERB",2,"art kill"
"art","art","NOUN","Number=Sing","nmod","help","help","NOUN",20,"art help"
"art","art","NOUN","Number=Sing","obj","buying","buy","VERB",107,"art buy"
"bands","band","NOUN","Number=Plur","nsubj","sucked","suck","VERB",5,"band suck"
"bands","band","NOUN","Number=Plur","obj","remember","remember","VERB",10,"band remember"
"bands","band","NOUN","Number=Plur","obj","had","have","VERB",93,"band have"
"bands","band","NOUN","Number=Plur","nsubj","boxes","box","NOUN",4,"band box"
"art","art","NOUN","Number=Sing","obj","hurting","hurt","VERB",9,"art hurt"
"art","art","NOUN","Number=Sing","nmod","body","body","NOUN",20,"art body"
"art","art","NOUN","Number=Sing","obj","stealing","stealing","VERB",10,"art stealing"
"art","art","NOUN","Number=Sing","nsubj","gay","gay","ADJ",9,"art gay"
"art","art","NOUN","Number=Sing","nsubj","have","have","VERB",59,"art have"
"bands","band","NOUN","Number=Plur","nmod","sounds","sound","NOUN",6,"band sound"
"band","band","NOUN","Number=Sing","nsubj","say","say","VERB",7,"band say"
"radio","radio","NOUN","Number=Sing","nmod","scream","scream","NOUN",3,"radio scream"
"band","band","NOUN","Number=Sing","nsubj","landed","land","VERB",1,"band land"
"band","band","NOUN","Number=Sing","nsubj","pinned","pin","VERB",1,"band pin"
"art","art","NOUN","Number=Sing","obl","specialise","specialise","VERB",2,"art specialise"
"art","art","NOUN","Number=Sing","nsubj","commitment","commitment","NOUN",10,"art commitment"
"art","art","NOUN","Number=Sing","nmod","price","price","NOUN",44,"art price"
"concerts","concert","NOUN","Number=Plur","obl","wanted","want","VERB",1,"concert want"
"art","art","NOUN","Number=Sing","nsubj","gets","get","VERB",32,"art get"
"art","art","NOUN","Number=Sing","obl","help","help","VERB",7,"art help"
"radio","radio","NOUN","Number=Sing","obj","try","try","VERB",199,"radio try"
"art","art","NOUN","Number=Sing","obj","calling","call","VERB",17,"art call"
"radio","radio","NOUN","Number=Sing","obl","talks","talk","VERB",13,"radio talk"
"art","art","NOUN","Number=Sing","obl","allowed","allow","VERB",1,"art allow"
"radio","radio","NOUN","Number=Sing","obl","broadcast","broadcast","VERB",128,"radio broadcast"
"art","art","NOUN","Number=Sing","nmod","power","power","NOUN",85,"art power"
"art","art","NOUN","Number=Sing","nsubj","fit","fit","VERB",4,"art fit"
"art","art","NOUN","Number=Sing","nsubj","enhances","enhance","VERB",1,"art enhance"
"art","art","NOUN","Number=Sing","obl","communicating","communicate","VERB",1,"art communicate"
