"feature_token","feature_lemma","feature_pos","characteristics","dependency_relation","concept_token","concept_lemma","concept_pos","freq","id"
"bowen","bowen","NOUN","Number=Sing","nmod","concert","concert","NOUN",1,"concert bowen"
"coded","code","ADJ","Degree=Pos","amod","radio","radio","NOUN",1,"radio code"
"prisoners","prisoner","NOUN","Number=Plur","nmod","concert","concert","NOUN",6,"concert prisoner"
"learning","learn","VERB","VerbForm=Ger","amod","arts","art","NOUN",23,"art learn"
"moment","moment","NOUN","Number=Sing","nmod","radio","radio","NOUN",4,"radio moment"
"trouble","trouble","NOUN","Number=Sing","nmod","radio","radio","NOUN",1,"radio trouble"
"neck","neck","NOUN","Number=Sing","nmod","band","band","NOUN",4,"band neck"
"wit","wit","NOUN","Number=Sing","nmod","band","band","NOUN",1,"band wit"
"tracy","tracy","NOUN","Number=Sing","obj","radio","radio","VERB",1,"radio tracy"
"sense","sense","NOUN","Number=Sing","nmod","art","art","NOUN",2,"art sense"
"canadian","canadian","ADJ","Degree=Pos","amod","radio","radio","NOUN",7,"radio canadian"
"french","french","ADJ","Degree=Pos","amod","radio","radio","NOUN",75,"radio french"
"outside","outside","ADJ","Degree=Pos","amod","radio","radio","NOUN",7,"radio outside"
"wah","wah","NOUN","Number=Sing","obj","radioed","radio","VERB",1,"radio wah"
"navigation","navigation","NOUN","Number=Sing","nmod","art","art","NOUN",4,"art navigation"
"descriptions","description","NOUN","Number=Plur","nsubj","radio","radio","NOUN",7,"radio description"
"indication","indication","NOUN","Number=Sing","obl","band","band","NOUN",1,"band indication"
"hidden","hidden","ADJ","Degree=Pos","amod","radio","radio","NOUN",34,"radio hidden"
"genuine","genuine","ADJ","Degree=Pos","amod","art","art","NOUN",10,"art genuine"
"activity","activity","NOUN","Number=Sing","nsubj","band","band","NOUN",12,"band activity"
"planet","planet","NOUN","Number=Sing","nmod","radio","radio","NOUN",4,"radio planet"
"transmitter","transmitter","NOUN","Number=Sing","nmod","radio","radio","NOUN",3,"radio transmitter"
"medium","medium","ADJ","Degree=Pos","amod","radio","radio","NOUN",3,"radio medium"
"isao","isao","ADJ","Degree=Pos","amod","art","art","NOUN",1,"art isao"
"judy","judy","NOUN","Number=Sing","obj","radio","radio","VERB",3,"radio judy"
"egyptians","egyptian","NOUN","Number=Plur","nmod","band","band","NOUN",1,"band egyptian"
"information","information","NOUN","Number=Sing","obj","radio","radio","VERB",25,"radio information"
"smashing","smashing","ADJ","Degree=Pos","amod","band","band","NOUN",1,"band smashing"
"androdyne","androdyne","ADJ","Degree=Pos","amod","radio","radio","NOUN",9,"radio androdyne"
"tubes","tube","NOUN","Number=Plur","nmod","radio","radio","NOUN",9,"radio tube"
"firenze","firenze","NOUN","Number=Sing","nmod","art","art","NOUN",4,"art firenze"
"media","media","NOUN","Number=Sing","nsubj","radio","radio","NOUN",2,"radio media"
"culture","culture","NOUN","Number=Sing","nmod","art","art","NOUN",30,"art culture"
"oxford","oxford","NOUN","Number=Sing","nmod","arts","art","NOUN",2,"art oxford"
"order","order","NOUN","Number=Sing","nsubj","art","art","NOUN",2,"art order"
"calligraphic","calligraphic","ADJ","Degree=Pos","amod","art","art","NOUN",2,"art calligraphic"
"men","man","NOUN","Number=Plur","obl","radioed","radio","VERB",11,"radio man"
"kwon","kwon","NOUN","Number=Sing","nmod","art","art","NOUN",4,"art kwon"
"trailer","trailer","NOUN","Number=Sing","nmod","radio","radio","NOUN",22,"radio trailer"
"mother","mother","NOUN","Number=Sing","nmod","concert","concert","NOUN",2,"concert mother"
"transfiguration","transfiguration","NOUN","Number=Sing","nmod","art","art","NOUN",2,"art transfiguration"
"rich","rich","ADJ","Degree=Pos","amod","band","band","NOUN",3,"band rich"
"cited","cite","VERB","Tense=Past|VerbForm=Part","amod","band","band","NOUN",1,"band cite"
"action","action","NOUN","Number=Sing","nmod","radio","radio","NOUN",1,"radio action"
"l","l","NOUN","Number=Sing","nsubj","band","band","NOUN",11,"band l"
"exiled","exil","VERB","Tense=Past|VerbForm=Part","amod","band","band","NOUN",12,"band exil"
"beethoven","beethoven","ADJ","Degree=Pos","amod","concert","concert","NOUN",5,"concert beethoven"
"beethoven","beethoven","VERB","Tense=Past|VerbForm=Part","amod","concert","concert","NOUN",8,"concert beethoven"
"hippie","hippie","ADJ","Degree=Pos","amod","art","art","NOUN",3,"art hippie"
"dead","dead","ADJ","Degree=Pos","amod","concerts","concert","NOUN",3,"concert dead"
"grateful","grateful","ADJ","Degree=Pos","amod","concerts","concert","NOUN",3,"concert grateful"
"unhallowed","unhallowed","ADJ","Degree=Pos","amod","arts","art","NOUN",3,"art unhallowed"
"torch","torch","NOUN","Number=Sing","nmod","band","band","NOUN",3,"band torch"
"designated","designate","VERB","Tense=Past|VerbForm=Part","amod","art","art","NOUN",26,"art designate"
"garden","garden","NOUN","Number=Sing","nmod","concert","concert","NOUN",14,"concert garden"
"madison","madison","NOUN","Number=Sing","nmod","concert","concert","NOUN",1,"concert madison"
"labels","label","NOUN","Number=Plur","nsubj","arts","art","NOUN",20,"art label"
"illegal","illegal","ADJ","Degree=Pos","amod","arts","art","NOUN",20,"art illegal"
"hoi-man","hoi-man","ADJ","Degree=Pos","amod","art","art","NOUN",4,"art hoi-man"
"perversion","perversion","NOUN","Number=Sing","obl","band","band","VERB",1,"band perversion"
"cora","cora","ADJ","Degree=Pos","amod","band","band","NOUN",1,"band cora"
"religious","religious","ADJ","Degree=Pos","amod","art","art","NOUN",109,"art religious"
"negotiation","negotiation","NOUN","Number=Sing","nmod","art","art","NOUN",43,"art negotiation"
"clapton","clapton","NOUN","Number=Sing","nmod","bands","band","NOUN",7,"band clapton"
"led","lead","VERB","Tense=Past|VerbForm=Part","amod","concert","concert","NOUN",49,"concert lead"
"aurora","aurora","NOUN","Number=Sing","nmod","concert","concert","NOUN",6,"concert aurora"
"upcoming","upcoming","ADJ","Degree=Pos","amod","concert","concert","NOUN",18,"concert upcoming"
"dual","dual","ADJ","Degree=Pos","amod","band","band","NOUN",21,"band dual"
"discipline","discipline","NOUN","Number=Sing","nmod","arts","art","NOUN",1,"art discipline"
"studying","study","VERB","VerbForm=Ger","amod","arts","art","NOUN",6,"art study"
"likes","like","NOUN","Number=Plur","nsubj","radio","radio","NOUN",3,"radio like"
"holy","holy","ADJ","Degree=Pos","amod","band","band","NOUN",18,"band holy"
"fighting","fight","NOUN","Number=Sing","nmod","art","art","NOUN",14,"art fight"
"slave","slave","NOUN","Number=Sing","nmod","art","art","NOUN",15,"art slave"
"winstons","winston","NOUN","Number=Plur","nmod","band","band","NOUN",1,"band winston"
"science","science","NOUN","Number=Sing","nsubj","art","art","NOUN",23,"art science"
"germany","germany","NOUN","Number=Sing","obl","radio","radio","NOUN",1,"radio germany"
"concealment","concealment","NOUN","Number=Sing","nmod","art","art","NOUN",102,"art concealment"
"advanced","advanced","ADJ","Degree=Pos","amod","arts","art","NOUN",2,"art advanced"
"best","best","ADJ","Degree=Sup","amod","arts","art","NOUN",28,"art best"
"subxpacio","subxpacio","NOUN","Number=Sing","nmod","band","band","NOUN",1,"band subxpacio"
"ecclesiastical","ecclesiastical","ADJ","Degree=Pos","amod","art","art","NOUN",1,"art ecclesiastical"
"good","good","ADJ","Degree=Pos","amod","concerts","concert","NOUN",4,"concert good"
"dan","dan","ADJ","Degree=Pos","amod","concert","concert","NOUN",7,"concert dan"
"lifetime","lifetime","NOUN","Number=Sing","nmod","concert","concert","NOUN",1,"concert lifetime"
"sounding","sounding","NOUN","Number=Sing","nmod","art","art","NOUN",3,"art sounding"
"interactive","interactive","ADJ","Degree=Pos","amod","radio","radio","NOUN",2,"radio interactive"
"chief","chief","ADJ","Degree=Pos","amod","radio","radio","NOUN",9,"radio chief"
"foolish","foolish","ADJ","Degree=Pos","amod","art","art","NOUN",1,"art foolish"
"michigan","michigan","ADJ","Degree=Pos","amod","arts","art","NOUN",1,"art michigan"
"marshal","marshal","ADJ","Degree=Pos","amod","arts","art","NOUN",3,"art marshal"
"belly","belly","NOUN","Number=Sing","obl","art","art","NOUN",1,"art belly"
"telefunken","telefunken","ADJ","Degree=Pos","amod","radio","radio","NOUN",1,"radio telefunken"
"bed","bed","NOUN","Number=Sing","nmod","art","art","NOUN",1,"art bed"
"old","old","ADJ","Degree=Pos","amod","concert","concert","NOUN",16,"concert old"
"efficient","efficient","ADJ","Degree=Pos","amod","art","art","NOUN",3,"art efficient"
"fighting","fight","VERB","VerbForm=Ger","amod","art","art","NOUN",3,"art fight"
"forbidden","forbidden","ADJ","Degree=Pos","amod","art","art","NOUN",4,"art forbidden"
"iife","iife","NOUN","Number=Sing","nmod","art","art","NOUN",1,"art iife"
"dying","dying","NOUN","Number=Sing","nsubj","art","art","NOUN",1,"art dying"
"nights","night","NOUN","Number=Plur","nmod","radio","radio","NOUN",1,"radio night"
"news","news","NOUN","Number=Sing","nmod","radio","radio","NOUN",20,"radio news"
"bigands","bigand","NOUN","Number=Plur","nmod","band","band","NOUN",1,"band bigand"
"nimes","nime","NOUN","Number=Plur","nmod","arts","art","NOUN",1,"art nime"
"women","woman","NOUN","Number=Plur","obj","art","art","NOUN",1,"art woman"
"delusion","delusion","NOUN","Number=Sing","nmod","art","art","NOUN",1,"art delusion"
"delusion","delusion","NOUN","Number=Sing","nsubj","art","art","NOUN",1,"art delusion"
"beginning","beginning","NOUN","Number=Sing","nmod","radio","radio","NOUN",1,"radio beginning"
"car","car","NOUN","Number=Sing","nsubj","radio","radio","NOUN",5,"radio car"
"clear","clear","ADJ","Degree=Pos","amod","radio","radio","NOUN",27,"radio clear"
"wall","wall","NOUN","Number=Sing","nmod","radio","radio","NOUN",2,"radio wall"
"vital","vital","ADJ","Degree=Pos","amod","concert","concert","NOUN",1,"concert vital"
"vigilante","vigilante","ADJ","Degree=Pos","amod","band","band","NOUN",1,"band vigilante"
"ow","ow","ADJ","Degree=Pos","amod","radio","radio","NOUN",3,"radio ow"
"mic","mic","ADJ","Degree=Pos","amod","radio","radio","NOUN",1,"radio mic"
"bbc","bbc","ADJ","Degree=Pos","amod","radio","radio","NOUN",36,"radio bbc"
"compulsive","compulsive","ADJ","Degree=Pos","amod","radio","radio","NOUN",1,"radio compulsive"
"personal","personal","ADJ","Degree=Pos","amod","art","art","NOUN",16,"art personal"
"coolie","coolie","NOUN","Number=Sing","nsubj","band","band","NOUN",1,"band coolie"
"unification","unification","NOUN","Number=Sing","nmod","concert","concert","NOUN",20,"concert unification"
"grove","grove","ADJ","Degree=Pos","amod","radio","radio","NOUN",1,"radio grove"
"literary","literary","ADJ","Degree=Pos","amod","art","art","NOUN",6,"art literary"
"orthodontia","orthodontia","ADJ","Degree=Pos","amod","bands","band","NOUN",2,"band orthodontia"
"watters","watter","NOUN","Number=Plur","nsubj","radio","radio","NOUN",12,"radio watter"
"tyrellian","tyrellian","ADJ","Degree=Pos","amod","art","art","NOUN",5,"art tyrellian"
"explosion","explosion","NOUN","Number=Sing","nsubj","radio","radio","NOUN",2,"radio explosion"
"cal","cal","ADJ","Degree=Pos","amod","arts","art","NOUN",18,"art cal"
"struggle","struggle","NOUN","Number=Sing","nmod","art","art","NOUN",4,"art struggle"
"theory","theory","NOUN","Number=Sing","nsubj","art","art","NOUN",4,"art theory"
"dead","dead","ADJ","Degree=Pos","amod","concert","concert","NOUN",143,"concert dead"
"point","point","NOUN","Number=Sing","obl","radio","radio","NOUN",4,"radio point"
"manly","manly","ADJ","Degree=Pos","amod","art","art","NOUN",68,"art manly"
"stage","stage","NOUN","Number=Sing","nmod","band","band","NOUN",18,"band stage"
"mutants","mutant","NOUN","Number=Plur","nmod","band","band","NOUN",9,"band mutant"
"khi","khi","ADJ","Degree=Pos","amod","radio","radio","NOUN",3,"radio khi"
"aspen","aspen","NOUN","Number=Sing","nmod","radio","radio","NOUN",3,"radio aspen"
"andy","andy","ADJ","Degree=Pos","amod","concert","concert","NOUN",2,"concert andy"
"rebl","rebl","ADJ","Degree=Pos","amod","radio","radio","NOUN",1,"radio rebl"
"past","past","ADJ","Degree=Pos","amod","art","art","NOUN",4,"art past"
"protective","protective","ADJ","Degree=Pos","amod","bands","band","NOUN",2,"band protective"
"strong","strong","ADJ","Degree=Pos","amod","band","band","NOUN",8,"band strong"
"medic","medic","NOUN","Number=Sing","obl","radioed","radio","VERB",2,"radio medic"
"splendid","splendid","ADJ","Degree=Pos","amod","radio","radio","NOUN",1,"radio splendid"
"clearance","clearance","NOUN","Number=Sing","nmod","radio","radio","NOUN",1,"radio clearance"
"androgynous","androgynous","ADJ","Degree=Pos","amod","band","band","NOUN",3,"band androgynous"
"teaching","teaching","NOUN","Number=Sing","nmod","art","art","NOUN",5,"art teaching"
"prophecy","prophecy","NOUN","Number=Sing","nmod","art","art","NOUN",17,"art prophecy"
"dd","dd","ADJ","Degree=Pos","amod","radio","radio","NOUN",12,"radio dd"
"school","school","NOUN","Number=Sing","nmod","radio","radio","NOUN",1,"radio school"
"same","same","ADJ","Degree=Pos","amod","concert","concert","NOUN",28,"concert same"
"own","own","ADJ","Degree=Pos","amod","concert","concert","NOUN",76,"concert own"
"hot","hot","ADJ","Degree=Pos","amod","concert","concert","NOUN",2,"concert hot"
"renowned","renowned","ADJ","Degree=Pos","amod","art","art","NOUN",6,"art renowned"
"pot","pot","NOUN","Number=Sing","nmod","radio","radio","NOUN",3,"radio pot"
"cross","cross","NOUN","Number=Sing","nmod","art","art","NOUN",3,"art cross"
"truck","truck","NOUN","Number=Sing","obl","radio","radio","VERB",30,"radio truck"
"hawk","hawk","NOUN","Number=Sing","nmod","band","band","NOUN",212,"band hawk"
"impertinent","impertinent","ADJ","Degree=Pos","amod","band","band","NOUN",3,"band impertinent"
"mercenary","mercenary","ADJ","Degree=Pos","amod","bands","band","NOUN",3,"band mercenary"
"ordinary","ordinary","ADJ","Degree=Pos","amod","bands","band","NOUN",3,"band ordinary"
"mercenary","mercenary","ADJ","Degree=Pos","amod","band","band","NOUN",8,"band mercenary"
"ponsacco","ponsacco","NOUN","Number=Sing","nmod","concert","concert","NOUN",1,"concert ponsacco"
"measly","measly","ADJ","Degree=Pos","amod","band","band","NOUN",3,"band measly"
"buffoons","buffoon","NOUN","Number=Plur","nmod","band","band","NOUN",1,"band buffoon"
"politics","politics","NOUN","Number=Plur","nsubj","art","art","NOUN",137,"art politics"
"governing","governing","NOUN","Number=Sing","nmod","art","art","NOUN",10,"art governing"
"naked","naked","ADJ","Degree=Pos","amod","radio","radio","NOUN",1,"radio naked"
"wave","wave","NOUN","Number=Sing","nmod","radio","radio","NOUN",5,"radio wave"
"chm","chm","NOUN","Number=Sing","nsubj","radio","radio","NOUN",1,"radio chm"
"totalitarian","totalitarian","ADJ","Degree=Pos","amod","art","art","NOUN",3,"art totalitarian"
"hemp","hemp","NOUN","Number=Sing","nmod","bands","band","NOUN",2,"band hemp"
"souls","soul","NOUN","Number=Plur","nmod","band","band","NOUN",7,"band soul"
"renegades","renegade","NOUN","Number=Plur","nmod","band","band","NOUN",80,"band renegade"
"chiricahua","chiricahua","NOUN","Number=Sing","nmod","band","band","NOUN",11,"band chiricahua"
"creek","creek","NOUN","Number=Sing","nmod","band","band","NOUN",11,"band creek"
"apache","apache","NOUN","Number=Sing","nmod","band","band","NOUN",11,"band apache"
"team","team","NOUN","Number=Sing","obl","radio","radio","NOUN",2,"radio team"
"rubber","rubber","ADJ","Degree=Cmp","amod","bands","band","NOUN",18,"band rubber"
"blakey","blakey","ADJ","Degree=Pos","amod","art","art","NOUN",8,"art blakey"
"support","support","NOUN","Number=Sing","obl","radio","radio","VERB",12,"radio support"
"aspirations","aspiration","NOUN","Number=Plur","obl","art","art","NOUN",1,"art aspiration"
"lndistinct","lndistinct","ADJ","Degree=Sup","amod","radio","radio","NOUN",9,"radio lndistinct"
"someday","someday","NOUN","Number=Sing","nsubj","art","art","NOUN",4,"art someday"
"boredom","boredom","NOUN","Number=Sing","nmod","art","art","NOUN",1,"art boredom"
"market","market","NOUN","Number=Sing","nsubj","band","band","NOUN",1,"band market"
"massage","massage","NOUN","Number=Sing","nmod","arts","art","NOUN",17,"art massage"
"wenching","wenching","NOUN","Number=Sing","nmod","art","art","NOUN",16,"art wenching"
"welcome","welcome","ADJ","Degree=Pos","amod","concert","concert","NOUN",3,"concert welcome"
"vienna","vienna","NOUN","Number=Sing","nmod","concert","concert","NOUN",9,"concert vienna"
"piaf","piaf","NOUN","Number=Sing","nmod","concert","concert","NOUN",1,"concert piaf"
"tribute","tribute","NOUN","Number=Sing","nmod","band","band","NOUN",1,"band tribute"
"upset","upset","ADJ","Degree=Pos","amod","art","art","NOUN",1,"art upset"
"irish","irish","ADJ","Degree=Pos","amod","band","band","NOUN",48,"band irish"
"country","country","NOUN","Number=Sing","nmod","radios","radio","NOUN",2,"radio country"
"broadcasting","broadcasting","VERB","VerbForm=Ger","amod","radios","radio","NOUN",1,"radio broadcasting"
"wind","wind","NOUN","Number=Sing","nmod","concert","concert","NOUN",1,"concert wind"
"mοdern","mοdern","ADJ","Degree=Pos","amod","art","art","NOUN",1,"art mοdern"
"crucial","crucial","ADJ","Degree=Pos","amod","art","art","NOUN",1,"art crucial"
"disappearing","disappearing","ADJ","Degree=Pos","amod","radio","radio","NOUN",3,"radio disappearing"
"missing","missing","NOUN","Number=Sing","nsubj","band","band","NOUN",1,"band missing"
"value","value","NOUN","Number=Sing","nmod","art","art","NOUN",1,"art value"
"objet","objet","ADJ","Degree=Pos","amod","art","art","NOUN",13,"art objet"
"people","people","NOUN","Number=Plur","nmod","art","art","NOUN",41,"art people"
"fright","fright","ADJ","Degree=Pos","amod","radio","radio","NOUN",4,"radio fright"
"changed","change","VERB","Tense=Past|VerbForm=Part","amod","radio","radio","NOUN",3,"radio change"
"conspirators","conspirator","NOUN","Number=Plur","nmod","band","band","NOUN",29,"band conspirator"
"kune","kune","NOUN","Number=Sing","nmod","art","art","NOUN",9,"art kune"
"own","own","ADJ","Degree=Pos","amod","arts","art","NOUN",19,"art own"
"millions","million","NOUN","Number=Plur","nmod","art","art","NOUN",1,"art million"
"loud","loud","ADJ","Degree=Pos","amod","radio","radio","NOUN",26,"radio loud"
"giant","giant","ADJ","Degree=Pos","amod","band","band","NOUN",18,"band giant"
"signal","signal","ADJ","Degree=Pos","amod","band","band","NOUN",2,"band signal"
"chess","chess","NOUN","Number=Sing","nsubj","art","art","NOUN",10,"art chess"
"biggest","biggest","ADJ","Degree=Sup","amod","arts","art","NOUN",2,"art biggest"
"sex","sex","NOUN","Number=Sing","nsubj","art","art","NOUN",19,"art sex"
"vast","vast","ADJ","Degree=Pos","amod","band","band","NOUN",3,"band vast"
"ice","ice","NOUN","Number=Sing","nmod","band","band","NOUN",1,"band ice"
"huge","huge","ADJ","Degree=Pos","amod","concerts","concert","NOUN",4,"concert huge"
"peak","peak","NOUN","Number=Sing","nmod","radio","radio","NOUN",1,"radio peak"
"important","important","ADJ","Degree=Pos","nsubj","art","art","NOUN",1,"art important"
"preferred","prefer","VERB","Tense=Past|VerbForm=Part","amod","art","art","NOUN",1,"art prefer"
"outlet","outlet","NOUN","Number=Sing","nsubj","radio","radio","NOUN",4,"radio outlet"
"big","big","ADJ","Degree=Pos","nsubj","band","band","NOUN",1,"band big"
"ranas","rana","NOUN","Number=Plur","nmod","band","band","NOUN",1,"band rana"
"long","long","ADJ","Degree=Pos","amod","band","band","NOUN",18,"band long"
"green","green","NOUN","Number=Sing","nmod","band","band","NOUN",1,"band green"
"ambulance","ambulance","NOUN","Number=Sing","nmod","radio","radio","NOUN",8,"radio ambulance"
"music","music","NOUN","Number=Sing","nmod","art","art","NOUN",51,"art music"
"colder","colder","ADJ","Degree=Cmp","amod","radio","radio","NOUN",2,"radio colder"
"ln","ln","ADJ","Degree=Pos","amod","art","art","NOUN",1,"art ln"
"orthodontic","orthodontic","ADJ","Degree=Pos","amod","bands","band","NOUN",5,"band orthodontic"
"dangerous","dangerous","ADJ","Degree=Pos","amod","band","band","NOUN",21,"band dangerous"
"'ry","'ry","ADJ","Degree=Pos","amod","band","band","NOUN",1,"band 'ry"
"german","german","ADJ","Degree=Pos","amod","bands","band","NOUN",52,"band german"
"angels","angel","NOUN","Number=Plur","nmod","band","band","NOUN",64,"band angel"
"ksan","ksan","ADJ","Degree=Pos","amod","radio","radio","NOUN",10,"radio ksan"
"altamo","altamo","NOUN","Number=Sing","nmod","concert","concert","NOUN",5,"concert altamo"
"francisco","francisco","NOUN","Number=Sing","nmod","concert","concert","NOUN",26,"concert francisco"
"complete","complete","ADJ","Degree=Pos","amod","concert","concert","NOUN",5,"concert complete"
"proscenium","proscenium","NOUN","Number=Sing","nmod","concert","concert","NOUN",5,"concert proscenium"
"fugitive","fugitive","ADJ","Degree=Pos","amod","radio","radio","NOUN",12,"radio fugitive"
"words","word","NOUN","Number=Plur","obj","radioed","radio","VERB",2,"radio word"
"obsolete","obsolete","ADJ","Degree=Pos","amod","radio","radio","NOUN",2,"radio obsolete"
"mainland","mainland","NOUN","Number=Sing","nmod","concerts","concert","NOUN",11,"concert mainland"
"example","example","NOUN","Number=Sing","nmod","art","art","NOUN",7,"art example"
"a.m.","a.m.","ADJ","Degree=Pos","amod","radio","radio","NOUN",10,"radio a.m."
"rome","rome","NOUN","Number=Sing","nmod","radio","radio","NOUN",7,"radio rome"
"ancient","ancient","ADJ","Degree=Pos","amod","concert","concert","NOUN",1,"concert ancient"
"little","little","ADJ","Degree=Pos","amod","radios","radio","NOUN",45,"radio little"
"saito","saito","NOUN","Number=Sing","nmod","art","art","NOUN",1,"art saito"
"timeless","timeless","ADJ","Degree=Pos","amod","art","art","NOUN",15,"art timeless"
"personnel","personnel","NOUN","Number=Sing","nsubj","radioed","radio","VERB",2,"radio personnel"
"while","while","NOUN","Number=Sing","nmod","radio","radio","NOUN",2,"radio while"
"japanese","japanese","NOUN","Number=Sing","obl","band","band","NOUN",6,"band japanese"
"enjoyment","enjoyment","NOUN","Number=Sing","nmod","radio","radio","NOUN",2,"radio enjoyment"
"p.a.","p.a.","NOUN","Number=Sing","nmod","band","band","NOUN",4,"band p.a."
"age","age","NOUN","Number=Sing","nmod","arts","art","NOUN",7,"art age"
"chinese","chinese","ADJ","Degree=Pos","amod","arts","art","NOUN",58,"art chinese"
"dynasty","dynasty","NOUN","Number=Sing","nmod","arts","art","NOUN",2,"art dynasty"
"object","object","ADJ","Degree=Pos","amod","art","art","NOUN",11,"art object"
"small","small","ADJ","Degree=Pos","amod","radios","radio","NOUN",10,"radio small"
"pole","pole","NOUN","Number=Sing","nmod","bands","band","NOUN",1,"band pole"
"distances","distance","NOUN","Number=Plur","nmod","radio","radio","NOUN",1,"radio distance"
"loving","loving","NOUN","Number=Sing","nmod","art","art","NOUN",3,"art loving"
"bajoues","bajoue","NOUN","Number=Plur","nmod","art","art","NOUN",2,"art bajoue"
"main","main","ADJ","Degree=Pos","amod","radio","radio","NOUN",10,"radio main"
"gold","gold","NOUN","Number=Sing","nmod","band","band","NOUN",94,"band gold"
"drama","drama","NOUN","Number=Sing","nmod","art","art","NOUN",4,"art drama"
"same","same","ADJ","Degree=Pos","amod","art","art","NOUN",62,"art same"
"floral","floral","ADJ","Degree=Pos","amod","art","art","NOUN",12,"art floral"
"isn","isn","VERB","Tense=Past|VerbForm=Part","amod","art","art","NOUN",6,"art isn"
"most","most","ADJ","Degree=Sup","nsubj","radio","radio","NOUN",1,"radio most"
"philharmonic","philharmonic","NOUN","Number=Sing","nmod","concert","concert","NOUN",1,"concert philharmonic"
"mexicans","mexican","NOUN","Number=Plur","nmod","band","band","NOUN",6,"band mexican"
"mexicans","mexican","NOUN","Number=Plur","obl","band","band","NOUN",1,"band mexican"
"oral","oral","ADJ","Degree=Pos","amod","art","art","NOUN",5,"art oral"
"supernatural","supernatural","ADJ","Degree=Pos","amod","arts","art","NOUN",5,"art supernatural"
"reinforcements","reinforcement","NOUN","Number=Plur","nmod","radio","radio","NOUN",59,"radio reinforcement"
"call","call","NOUN","Number=Sing","obl","radioed","radio","VERB",7,"radio call"
"defective","defective","ADJ","Degree=Pos","amod","radio","radio","NOUN",5,"radio defective"
"girl","girl","NOUN","Number=Sing","nmod","art","art","NOUN",1,"art girl"
"venus","venus","NOUN","Number=Sing","nmod","arts","art","NOUN",1,"art venus"
"gentleman","gentleman","NOUN","Number=Sing","obj","art","art","VERB",1,"art gentleman"
"birth","birth","NOUN","Number=Sing","obl","art","art","VERB",1,"art birth"
"bowmen","bowman","NOUN","Number=Plur","nmod","band","band","NOUN",7,"band bowman"
"singers","singer","NOUN","Number=Plur","nmod","band","band","NOUN",3,"band singer"
"distance","distance","NOUN","Number=Sing","nmod","band","band","NOUN",7,"band distance"
"sleeves","sleeve","NOUN","Number=Plur","nmod","bands","band","NOUN",1,"band sleeve"
"game","game","NOUN","Number=Sing","nmod","art","art","NOUN",5,"art game"
"proletariat","proletariat","ADJ","Degree=Pos","amod","art","art","NOUN",1,"art proletariat"
"ortf","ortf","ADJ","Degree=Pos","amod","radio","radio","NOUN",1,"radio ortf"
"magnificent","magnificent","ADJ","Degree=Pos","amod","art","art","NOUN",15,"art magnificent"
"carnival","carnival","ADJ","Degree=Pos","amod","band","band","NOUN",9,"band carnival"
"cosmic","cosmic","ADJ","Degree=Pos","amod","art","art","NOUN",5,"art cosmic"
"communications","communications","NOUN","Number=Plur","nsubj","band","band","NOUN",1,"band communications"
"rubies","ruby","NOUN","Number=Plur","nmod","band","band","NOUN",4,"band ruby"
"end","end","NOUN","Number=Sing","obl","arts","art","NOUN",1,"art end"
"emperor","emperor","NOUN","Number=Sing","nmod","arts","art","NOUN",1,"art emperor"
"sertao","sertao","NOUN","Number=Sing","nmod","bands","band","NOUN",2,"band sertao"
"hogan","hogan","ADJ","Degree=Pos","amod","radio","radio","NOUN",4,"radio hogan"
"various","various","ADJ","Degree=Pos","amod","bands","band","NOUN",12,"band various"
"revolution","revolution","NOUN","Number=Sing","nmod","art","art","NOUN",4,"art revolution"
"masses","mass","NOUN","Number=Plur","nmod","art","art","NOUN",7,"art mass"
"cinematograph","cinematograph","NOUN","Number=Sing","nsubj","art","art","NOUN",1,"art cinematograph"
"underground","underground","ADJ","Degree=Pos","amod","radio","radio","NOUN",10,"radio underground"
"information","information","NOUN","Number=Sing","obj","radioes","radio","VERB",1,"radio information"
"colored","colore","VERB","Tense=Past|VerbForm=Part","amod","band","band","NOUN",1,"band colore"
"swordplay","swordplay","NOUN","Number=Sing","nmod","art","art","NOUN",1,"art swordplay"
"sacred","sacr","ADJ","Degree=Pos","amod","art","art","NOUN",4,"art sacr"
"mexican","mexican","ADJ","Degree=Pos","amod","band","band","NOUN",14,"band mexican"
"bersaglieri","bersaglierus","NOUN","Number=Sing","nmod","band","band","NOUN",1,"band bersaglierus"
"romanesque","romanesque","ADJ","Degree=Pos","amod","art","art","NOUN",2,"art romanesque"
"places","place","NOUN","Number=Plur","nmod","bands","band","NOUN",16,"band place"
"pawnee","pawnee","NOUN","Number=Sing","nmod","band","band","NOUN",17,"band pawnee"
"vermin","vermin","NOUN","Number=Plur","nmod","band","band","NOUN",13,"band vermin"
"york","york","NOUN","Number=Sing","nmod","radio","radio","NOUN",20,"radio york"
"intelligence","intelligence","NOUN","Number=Sing","obl","radioed","radio","VERB",1,"radio intelligence"
"headquarters","headquarters","NOUN","Number=Plur","obj","radio","radio","VERB",12,"radio headquarters"
"jones","jone","NOUN","Number=Plur","nmod","radio","radio","NOUN",10,"radio jone"
"hollowood","hollowood","NOUN","Number=Sing","nmod","radio","radio","NOUN",9,"radio hollowood"
"up","up","ADJ","Degree=Pos","amod","art","art","NOUN",30,"art up"
"fakery","fakery","NOUN","Number=Sing","nsubj","art","art","NOUN",4,"art fakery"
